fid,GRID_CODE,DATA_INCEN,CODI_FINAL,MUNICIPI,XMIN,XMAX,YMIN,YMAX,ANY,AREA
"1","2",07/02/00,"2000250012",La Guingueta d'Àneu,1.1372874263,1.14507980682,42.6205902232,42.6325,"2000",0.410001272274505
"2","2",13/03/02,"2002250044",El Pont de Suert,0.71765173061,0.73140764327,42.4297043507,42.4368,"2002",0.43937637505679
"3","2",05/04/10,"2010250091",Albesa,0.61378069767,0.62065929771,41.7709058686,41.7787,"2010",0.176250550948349
"4","2",11/11/13,"2013170102",Vilopriu,2.98128947364,3.01740701488,42.0337172554,42.1187,"2013",7.33691615456563
"5","2",24/06/06,"2006430038",Montblanc,1.11050546614,1.13456515119,41.3821406243,41.3952,"2006",0.294833492319678
"6","2",07/04/00,"2000080098",Sant Llorenç Savall,2.043485124,2.05227562345,41.6867191651,41.6932,"2000",0.286250889642639
"7","2",12/10/97,"4397095",Mont-Roig del Camp,0.93247296935,0.94022936186,41.0374000761,41.0429,"1997",0.202500629463966
"8","2",19/07/86,"178600064",La Jonquera,2.82335228982,3.12617497458,42.3038077714,42.467,"1986",152.229172680875
"9","2",28/06/89,B89007008,SANT MATEU DE BAGES,1.72190384578,1.72825218868,41.8343395507,41.8382,"1989",0.121250379813912
"10","2",30/03/05,"2005430090",RiudecANYTXTes,0.95767171229,0.96938623589,41.1336127654,41.1413,"2005",0.415001289487108
"11","2",29/07/00,"2000080203",Olèrdola,1.75346370892,1.7801081614,41.3335758473,41.3487,"2000",0.8537526817825
"12","2",09/02/00,"2000430110",Cabra del Camp,1.28930290197,1.3004345152,41.3962789008,41.4021,"2000",0.286875882455163
"13","2",26/07/17,"2017080144",Bellprat,1.44706999947,1.45586299952,41.495629,41.5014,"2017",0.22839481833151
"14","2",13/05/05,"2005430098",Bonastre,1.4470959127,1.4491835533,41.2386356247,41.2423,"2005",0.0400001223774567
"15","2",06/07/86,"438600284",Vilaverd,1.10368359209,1.20535964082,41.2757354145,41.364,"1986",32.4631007008423
"16","2",26/07/15,"2015080225",Òdena,1.66320707128,1.75911488562,41.620782295,41.6604,"2015",12.6320691485722
"17","2",13/02/97,"4397002",L'Espluga de Francolí,1.12880189411,1.13868040951,41.4125581843,41.4193,"1997",0.235868991034205
"18","2",19/02/98,"1998250018",La Vall de Boí,0.87706697567,0.89129947258,42.5085597336,42.514,"1998",0.380876175713505
"19","2",17/04/92,"924300035",el Montmell,1.41588806239,1.46763616918,41.27713793,41.3162,"1992",8.33762576899887
"20","2",21/07/02,"2002080139",El Bruc,1.80493212335,1.81061762683,41.5841955249,41.5944,"2002",0.233750725313647
"21","2",17/07/09,"2009250099",Cervera,1.25316301553,1.31310609705,41.6938995972,41.7101,"2009",3.44821074568122
"22","2",14/07/94,"894368",Viladecans,1.98737796657,1.99505593664,41.318263131,41.3243,"1994",0.203150625661729
"23","2",23/05/10,"2010250092",Albesa,0.61580079054,0.623380707,41.7644063077,41.7722,"2010",0.176875555573577
"24","2",14/08/13,"2013430115",Aiguamúrcia,1.41145948174,1.42107365596,41.3811687925,41.3953,"2013",0.684038754472183
"25","2",29/10/16,"2016250055",La Guingueta d'à€neu,1.09488841397,1.15312420263,42.6511299286,42.6834,"2016",6.32208198193561
"26","2",28/08/17,"2017250079",Vinaixa,0.95418505322,0.96468858598,41.4234083883,41.4306,"2017",0.337312421022404
"27","2",04/04/99,"1999430061",Montblanc,1.1858335221,1.19266104876,41.3478833101,41.3605,"1999",0.320626002618496
"28","2",27/07/94,"4394174",Sarral,1.25877004494,1.29887663241,41.4210618859,41.4537,"1994",4.48291397299379
"29","2",07/08/03,"2003080257",Copons,1.48225403631,1.49637396518,41.6377986732,41.6439,"2003",0.42500129952557
"30","2",13/06/06,"2006430100",Alforja,0.97496402684,0.98207684195,41.2229771411,41.2309,"2006",0.288125885217336
"31","2",02/08/07,"2007430112",Benifallet,0.44522668926,0.45242983751,40.9584390371,40.9656,"2007",0.102500317156272
"32","2",10/08/94,"894370",Mediona,1.61675645635,1.66148510532,41.4671532551,41.4873,"1994",4.05541248226927
"33","2",24/06/94,"894326",Tiana,2.25756957512,2.27066269197,41.4949648653,41.5056,"1994",0.663902048349823
"34","2",15/07/98,"1998250142",La Granja d'Escarp,0.34114264813,0.34674470272,41.3854607417,41.3909,"1998",0.150625468846623
"35","2",26/06/01,"2001250037",Estaràs,1.38673261824,1.40663557453,41.7203238337,41.7329,"2001",0.592501813097405
"36","2",01/08/91,L91023015,Oliola,1.12396214747,1.14274080935,41.8862237752,41.8982,"1991",0.375626149563872
"37","2",13/07/15,"2015170076",PORTBOU,3.15636480058,3.16484601022,42.4294968667,42.4346,"2015",0.201181065004934
"38","2",29/06/09,"2009080285",Sant Joan de Vilatorrada,1.80095974283,1.81301863164,41.7838044623,41.8,"2009",0.72759217978305
"39","2",14/07/94,"894445",Montcada i Reixac,2.19945803338,2.23664891941,41.4800428807,41.5083,"1994",4.14091273773867
"40","2",18/05/05,"2005250099",Torres de Segre,0.51819915843,0.53355727588,41.5436210011,41.5514,"2005",0.153125477634237
"41","2",24/02/95,"2595010",Almatret,0.36096198295,0.37166877069,41.3232084812,41.3269,"1995",0.231250717849244
"42","2",18/08/1993,"930800281",Sant Fost de Campsentelles,2.24094539661,2.24610041656,41.5034199995,41.5095,"1993",0.121250376446391
"43","2",29/08/15,"2015430118",CORNUDELLA DE MONTSANT,0.87730311715,0.88559734816,41.2682847463,41.2802,"2015",0.294375000000006
"44","2",02/07/09,"2009250097",Les Olugues,1.30500189072,1.34974839313,41.6989024333,41.7172,"2009",2.29332015840793
"45","2",17/08/87,T0870049,La Morera de Montsant,0.77845749331,0.81485033291,41.2312884482,41.2714,"1987",5.82661795782455
"46","2",21/07/91,B91013009,Barcelona,2.08350141528,2.10087491484,41.3870386283,41.3945,"1991",0.771877391579317
"47","2",29/06/94,"894262",Montcada i Reixac,2.19539754542,2.20400059434,41.485293823,41.4924,"1994",0.300052074412653
"48","2",01/03/00,"2000430128",Amposta,0.55751838114,0.5694793965,40.6712322196,40.6789,"2000",0.383126192660515
"49","2",23/06/17,"2017080078",Esparraguera,1.85967206585,1.86482316834,41.5168832058,41.52,"2017",0.0650114173561736
"50","2",30/05/89,B89017006,SITGES,1.92745230059,1.93460119025,41.277312355,41.2839,"1989",0.218125679981452
"51","2",04/07/07,"2007430104",Mont-roig del Camp,0.92821494127,0.96832663786,41.0188646278,41.045,"2007",3.68813648585923
"52","2",08/03/12,"2012250163",El Pont de Suert,0.78925867986,0.81611679653,42.3577242304,42.3755,"2012",1.8518807386982
"53","2",19/04/13,"2013430121",Pradell de la Teixeta,0.88859735704,0.90582388933,41.1624283318,41.1689,"2013",0.548348575047689
"54","2",06/07/86,"258600181",Sant Guim de Freixenet,1.43869596114,1.65870596122,41.6097935008,41.728,"1986",78.5559437555784
"55","2",09/04/94,"894059",Olivella,1.79855523252,1.92631015463,41.2426009078,41.3268,"1994",44.5663386726117
"56","2",06/08/02,"2002250122",Almatret,0.38827322421,0.39807061647,41.3436800324,41.3489,"2002",0.283750887329355
"57","2",08/09/01,"2001080301",Sant Fruitós de Bages,1.87781460863,1.89041695101,41.7215819436,41.7266,"2001",0.291875901705281
"58","2",02/03/95,"4395000",Vandellós-Hospitalet de l'Infant,0.81952790755,0.85626147463,40.9431840359,40.956,"1995",1.33560414158034
"59","2",21/06/06,"2006430099",Vallclara,1.01146766401,1.02651394751,41.3679766239,41.3851,"2006",1.22562882939829
"60","2",11/07/05,"2005080234",Viladecans,2.01357667728,2.02620054631,41.3280277664,41.3417,"2005",0.643127012663408
"61","2",19/07/86,"178600061",Vilademuls,2.85194948231,2.87229298722,42.1300600431,42.1498,"1986",1.54350478179281
"62","2",31/07/89,B89003022,FONT-RUBà,1.5915708884,1.60270955603,41.4371815076,41.4612,"1989",1.00980313119058
"63","2",22/06/01,"2001250030",Camarasa,0.93396053175,0.95833282132,41.8679032783,41.8918,"2001",2.21063188752018
"64","2",20/06/94,"894196",Barcelona,2.14777097095,2.15940118156,41.4421627116,41.4512,"1994",0.377501180546349
"65","2",06/04/94,"4394059",Batea,0.25703501976,0.26761022949,41.090841237,41.0977,"1994",0.230625719660706
"66","2",09/11/07,"2007170152",Cantallops,2.91418642497,2.92087308039,42.4105832693,42.4144,"2007",0.100300308431106
"67","2",09/03/06,"2006430006",Tarragona,1.32985592444,1.34088557614,41.1433788923,41.1483,"2006",0.285625890167653
"68","2",14/09/94,"4394230",La Pobla de Massaluca,0.25942761507,0.47687955268,41.148557896,41.2293,"1994",65.0833267095791
"69","2",30/07/91,T91036019,Salou,1.14949476827,1.1560013183,41.0780705297,41.0824,"1991",0.1331254083628
"70","2",16/09/94,"4394236",Rodonyà,1.42640881314,1.48076699905,41.2109771486,41.2897,"1994",13.6058020377529
"71","2",08/07/05,"2005080231",Cardona,1.71329863749,1.75790429034,41.8910926466,41.9548,"2005",11.2719099350018
"72","2",20/02/12,"2012250161",LA TORRE DE CABDELLA,0.95858941646,0.9905057858,42.4548411782,42.4693,"2012",1.00705308606953
"73","2",03/08/91,B91007025,Fonollosa,1.62762548289,1.63412537986,41.757191062,41.7634,"1991",0.2160006723129
"74","2",04/07/07,"2007080064",Navàs,1.71491253944,1.73642365686,41.8786143519,41.8985,"2007",2.26125699093581
"75","2",29/07/07,"2007430096",La Fatarella,0.5372804362,0.54573471809,41.0984001409,41.1055,"2007",0.278125876079
"76","2",09/05/95,"1795082",Brunyola,2.66918347403,2.67401404884,41.8985567465,41.9042,"1995",0.121875377594865
"77","2",03/07/94,"894306",Bigues i Riells,2.17090145591,2.28311669379,41.68656284,41.7394,"1994",24.0688862946727
"78","2",13/08/03,"2003080294",Olèrdola,1.69686342248,1.72054506059,41.2997503634,41.3158,"2003",1.26187891176318
"79","2",18/08/86,"088600576",El Bruc,1.73572889741,1.76854323339,41.5672779477,41.583,"1986",2.51375775396375
"80","2",07/03/17,"2017430034",Roquetes,0.4659186215,0.47536489878,40.7839466134,40.7866,"2017",0.11279664848889
"81","2",11/02/98,"1998250012",La Vall de Boí,0.83281966809,0.85668598095,42.4899490723,42.504,"1998",0.832502561806157
"82","2",02/08/86,"258600207",Vinaixa,0.96671637019,0.97861432773,41.4506426027,41.4598,"1986",0.343751063520858
"83","2",04/07/17,"2017080108",Palau-Solità  i Plegamans,2.18380166681,2.18938833365,41.5855083339,41.5946,"2017",0.165334596636729
"84","2",16/06/01,"2001080120",Badalona,2.22831709827,2.23825714407,41.483632826,41.4928,"2001",0.371876148547714
"85","2",17/07/91,L91023011,Cubells,0.98492419072,1.00477166321,41.8616006615,41.8777,"1991",0.573126778146841
"86","2",16/09/88,G0880128,Pals,3.15213715156,3.18036201724,41.9530235342,41.9668,"1988",1.26090391897602
"87","2",28/07/10,"2010080166",CastellBell i el Vilar,1.87343938242,1.88121632767,41.64247582,41.6508,"2010",0.26562582667816
"88","2",08/03/12,"2012250159",Coll de Nargó,1.26012615325,1.2721907479,42.2001383764,42.2063,"2012",0.271445135262803
"89","2",07/08/03,"2003170112",Maçanet de la Selva,2.68815709714,2.70078940295,41.7815226004,41.7935,"2003",0.732502274043978
"90","2",02/08/01,"2001080222",La Garriga,2.28573030076,2.29079355417,41.7017760021,41.7086,"2001",0.129375399232791
"91","2",31/07/91,B91014014,Santa Maria de Merlès,1.95491746026,1.96155599715,41.9488438803,41.9515,"1991",0.0712502209612661
"92","2",06/05/97,"4397110",Cunit,1.63413248218,1.6487774407,41.2064540193,41.2122,"1997",0.350001078266848
"93","2",04/07/94,"894494",Castellbisbal,1.92062806511,2.00911083884,41.4809262047,41.5301,"1994",13.8807431823878
"94","2",12/08/94,"4394189",Vandellòs i l'Hospitalet de l'Infant,0.83351520316,0.84453928452,40.9658610929,40.9804,"1994",0.804602485172877
"95","2",10/02/99,"1999430010",Tortosa,0.59958727737,0.61779929442,40.8393341663,40.8499,"1999",0.71203347354248
"96","2",10/07/91,L91023010,Os de Balaguer,0.61016509394,0.64303378528,41.9136398001,41.9361,"1991",2.64960823088288
"97","2",30/07/98,"1998250085",Navès,1.65483127975,1.66832880138,42.0943414972,42.1044,"1998",0.592301840660329
"98","2",25/07/89,T89001005,Aiguamúrcia,1.39851513771,1.41835683003,41.3724119792,41.3945,"1989",2.10330652191755
"99","2",17/06/17,"2017250114",Artesa de Lleida,0.67180317241,0.68940564611,41.5431972975,41.5514,"2017",0.899317510815427
"100","2",27/02/11,"2011250015",Tremp,0.90356956024,0.91162983437,42.1323635496,42.1407,"2011",0.19250059151132
"101","2",16/09/94,"4394235",Querol,1.42610225246,1.44181849311,41.3799208135,41.3863,"1994",0.488701530554575
"102","2",20/06/09,"2009170156",Pals,3.1531266831,3.15789020884,41.9584241775,41.9671,"2009",0.212141111904252
"103","2",05/01/17,"2017250001",Naut Aran,0.82067970037,0.86312835836,42.7032497495,42.7278,"2017",4.32301823047206
"104","2",19/07/98,"1998250143",Talarn,0.92098935827,0.92760161495,42.1888829026,42.1997,"1998",0.305625952568293
"105","2",29/06/11,"2011430018",el Vendrell,1.54900836858,1.55404397898,41.1921960333,41.1969,"2011",0.1072692143987
"106","2",23/08/03,"2003170151",Girona,2.83853779948,2.84276981548,41.9758559946,41.9815,"2003",0.122500378569879
"107","2",28/07/03,"2003430046",Barberà de la Conca,1.23407236189,1.2401600947,41.3917497251,41.398,"2003",0.194375600011826
"108","2",18/07/91,B91007013,Sallent,1.87637376266,1.90289674132,41.7723320587,41.7946,"1991",1.38690428813339
"109","2",10/08/94,"1794185",Santa Coloma de Farners,2.47795545655,2.68283835329,41.7179610041,41.8638,"1994",90.488979726473
"110","2",23/07/99,"1999170113",Biure,2.90461323517,2.91311491044,42.3369881193,42.3473,"1999",0.413751287924221
"111","2",07/07/94,"4394147",Mont-ral,1.07905304083,1.10449682258,41.2907666539,41.3084,"1994",1.86930574833671
"112","2",27/06/86,"258600170",Artesa de Segre,0.98203919799,1.02324949985,41.9217537126,41.9465,"1986",4.77361495288603
"113","2",26/02/97,"4397009",Vandellòs i L'Hospi. de l'Infant,0.87182104223,0.88699156753,40.9582160968,40.9694,"1997",0.668127063137207
"114","2",16/05/17,"2017430058",La Fatarella,0.46701529053,0.47625818724,41.1473661609,41.1554,"2017",0.0668429187504486
"115","2",04/07/94,"894515",Sant Mateu de Bages,1.63808333361,1.87898582685,41.7481436483,41.9532,"1994",160.448771792018
"116","2",26/08/13,"2013430119",Riba-Roja d'Ebre,0.39320199208,0.40394931046,41.2238104363,41.2272,"2013",0.175612464704838
"117","2",23/05/11,"2011170018",Sant Climent Sescebes,2.95602984302,2.96636515398,42.397121865,42.4086,"2011",0.30937594876855
"118","2",11/07/02,"2002080116",Castellbisbal,1.92813666433,1.94716284907,41.484192851,41.5023,"2002",1.26375391888826
"119","2",14/07/91,G91002008,El Port de la Selva,3.20834805736,3.242156194,42.3060801697,42.3369,"1991",1.72800534190488
"120","2",08/07/95,"4395099",El Montmell,1.45656106463,1.46493603908,41.3014310677,41.3091,"1995",0.328126009248664
"121","2",25/10/98,"1998430149",Flix,0.5283726915,0.53918074775,41.2469076808,41.2514,"1998",0.170000528885349
"122","2",23/07/09,"2009430124",Sarral,1.31538011092,1.33634545757,41.480199722,41.4886,"2009",0.488173482603505
"123","2",17/07/89,B89017012,OLIVELLA,1.75653609931,1.7643202334,41.3028461806,41.3087,"1989",0.160625497970416
"124","2",15/07/94,"1794126",Llagostera,2.92064548957,2.93868211133,41.7865022401,41.8092,"1994",1.24290384719988
"125","2",14/08/03,"2003170139",Llagostera,2.86100334729,2.87485514766,41.8435528392,41.8535,"2003",0.428126340775533
"126","2",24/05/10,"2010430092",Benifallet,0.49771031066,0.50509857196,40.9759672776,40.9845,"2010",0.305000940643547
"127","2",06/07/86,"088600431",Castellgalí,1.79199432003,1.83585591995,41.6740461331,41.6988,"1986",2.61270807105619
"128","2",21/08/1993,"930800371",Sant Fost de Campsentelles,2.25119238294,2.25958942103,41.499668399,41.5051,"1993",0.21750067524806
"129","2",18/08/86,"088600527",Olivella,1.82290545566,1.85449498016,41.2638707721,41.2813,"1986",1.62720505899717
"130","2",09/08/86,"178600098",Massanes,2.64160219314,2.67717700761,41.7761763846,41.8286,"1986",6.41071961865889
"131","2",20/07/86,"438600298",Tortosa,0.55235174699,0.61482444813,40.8301989157,40.8881,"1986",8.88842756775724
"132","2",17/05/86,"088600351",Navàs,1.76094448726,1.77851239532,41.8406996584,41.8766,"1986",2.53350794632642
"133","2",30/06/03,"2003430030",Calafell,1.58996105182,1.59476410792,41.2007456962,41.2057,"2003",0.121250377694776
"134","2",27/07/94,"894299",Sant Cugat del Vallès,2.01851157006,2.02564819093,41.4631744828,41.4682,"1994",0.122500378095129
"135","2",18/03/00,"2000250051",La Pobla de Cérvoles,0.86439293072,0.87046138978,41.3496836263,41.3556,"2000",0.241875761076715
"136","2",06/08/03,"2003080252",Subirats,1.83686254486,1.8407627163,41.4133595191,41.4192,"2003",0.138750433820944
"137","2",08/11/95,"4395191",Horta de Sant Joan,0.35882533203,0.37940538437,40.9487372072,40.9647,"1995",0.99180309643541
"138","2",23/06/94,"2594096",Coll de Nargó,1.28832766512,1.31176264192,42.1493128721,42.1643,"1994",1.83510562196014
"139","2",29/08/07,"2007430073",Riba-Roja d'Ebre,0.43834902234,0.45910508089,41.2520200629,41.2668,"2007",0.962128022845281
"140","2",26/09/16,"2016080237",Esplugues de Llobregat,2.09224729935,2.09770408665,41.3872585005,41.3935,"2016",0.119456893418058
"141","2",17/02/89,T89029001,ULLDEMOLINS,0.87426380004,0.88253663075,41.3358645883,41.3414,"1989",0.230000724039123
"142","2",14/04/94,"4394084",Ulldecona,0.48262929108,0.49036991026,40.5775565063,40.5886,"1994",0.311875965516219
"143","2",14/07/00,"2000430091",Vandellòs i l'Hospitalet de l'Infant,0.88855602522,0.89767548481,40.9717088682,40.9781,"2000",0.23062570982619
"144","2",30/04/05,"2005430092",La Palma d'Ebre,0.62028046459,0.64375249036,41.2620449169,41.2885,"2005",1.51375465959026
"145","2",31/07/91,B91007023,Rajadell,1.70903881636,1.73927981122,41.7300356313,41.7378,"1991",0.767702369070842
"146","2",08/05/08,"2008250087",Almenar,0.5907132658,0.61270270792,41.7796243596,41.7993,"2008",0.535001661907871
"147","2",18/08/86,"088600531",Vacarisses,1.8513210583,1.92144955741,41.5749393957,41.6135,"1986",9.75063063238555
"148","2",06/06/06,"2006430034",El Montmell,1.46956957464,1.48038500706,41.3299557191,41.3391,"2006",0.436876371538748
"149","2",13/07/03,"2003170079",Caldes de Malavella,2.75835317843,2.76528335815,41.8213219764,41.8411,"2003",0.555001738970704
"150","2",23/07/91,T91030007,Tivissa,0.82350914359,0.834840849,41.0769012381,41.0887,"1991",0.878752711615359
"151","2",25/07/89,T89001006,Aiguamúrcia,1.43166238452,1.45092969715,41.3612093853,41.3709,"1989",0.799208728180461
"152","2",20/08/04,"2004080134",Sant Vicenç de Castellet,1.86374450748,1.87473095731,41.6729464928,41.6762,"2004",0.169249560130767
"153","2",10/07/90,B90040027,ULLASTRELL,1.96586598582,1.97214284194,41.518034674,41.5235,"1990",0.188125583339049
"154","2",15/07/05,"2005170093",Caldes de Malavella,2.77100060241,2.77912077394,41.8403922763,41.8586,"2005",0.703127205267034
"155","2",19/07/16,"2016250022",Vallbona de les Monges,1.09430229875,1.13925556861,41.5142109134,41.5615,"2016",6.78859999999963
"156","2",17/07/14,"2014250068",Sant Guim de la Plana,1.35111448573,1.36062559961,41.7493826156,41.7583,"2014",0.460667224290412
"157","2",22/08/94,"2594160",Os de Balaguer,0.61507802454,0.63232156747,41.9658789493,41.9763,"1994",0.777602389772323
"158","2",04/07/05,"2005430135",Tivenys,0.5369614299,0.54573339955,40.9396686338,40.945,"2005",0.246875768814707
"159","2",19/07/03,"2003080211",Talamanca,1.97473627342,1.99493305826,41.7420954576,41.7585,"2003",1.62063005697209
"160","2",21/07/91,L91004012,Ribera d'Urgellet,1.40742130097,1.41471947615,42.29162356,42.2945,"1991",0.115625356344321
"161","2",21/07/89,T89030006,TIVISSA,0.65585494515,0.75061629862,40.9906371587,41.0529,"1989",22.1634687243249
"162","2",29/07/00,"2000080202",Olivella,1.77038180721,1.79117189231,41.3077344039,41.3378,"2000",2.91313402458148
"163","2",06/08/91,B91003026,Font-Rubí,1.59135022415,1.59624870773,41.4379844794,41.4508,"1991",0.237500739143464
"164","2",30/07/98,"1998430098",Pontils,1.3601675324,1.37226955745,41.4669243909,41.4799,"1998",0.702402164342548
"165","2",21/06/14,"2014250069",Oliola,1.22083582538,1.23095315504,41.9029818242,41.9157,"2014",0.547880211376163
"166","2",22/07/12,"2012170121",PORTBOU,3.15965213522,3.17242066385,42.4296556474,42.4362,"2012",0.455626419527275
"167","2",15/07/05,"2005080252",Navarcles,1.90629497485,1.91280677714,41.7691492023,41.778,"2005",0.322441806918718
"168","2",17/07/12,"2012080310",CALDERS,1.9657377505,1.97652370433,41.7787715471,41.7879,"2012",0.295260062763792
"169","2",26/05/91,L91004005,Coll de Nargó,1.22363427942,1.23653278294,42.1641237494,42.1752,"1991",0.581482595813404
"170","2",02/08/86,"258600206",Oliana,1.31817419352,1.36313065622,42.0489828383,42.0949,"1986",6.70862079992766
"171","2",08/04/99,"1999170057",Colera,3.14136059411,3.162046584,42.4034421603,42.4174,"1999",1.58875488897038
"172","2",03/08/88,T0880051,Vila-Seca,1.14745673921,1.17319432397,41.0729959535,41.0856,"1988",0.840627570113053
"173","2",19/07/86,"178600066",Avinyonet de Puigventós,2.9270309425,2.93946992903,42.2479495438,42.2651,"1986",1.01312815893591
"174","2",04/07/94,"894234",Sabadell,2.12351021985,2.17101072611,41.5638819762,41.5826,"1994",3.70531132874805
"175","2",05/07/05,"2005080219",Barcelona,2.1516858718,2.1585975607,41.4414389193,41.4457,"2005",0.0875002670053788
"176","2",07/11/09,"2009430121",Sant Jaume dels Domenys,1.53265167753,1.5548475929,41.3119431267,41.322,"2009",1.01128203241606
"177","2",30/03/90,G90031005,PARDINES,2.22827897847,2.23463808924,42.311290898,42.3162,"1990",0.15750048837479
"178","2",13/05/97,"1997080237",Sant Pere de Ribes,1.72049636069,1.75462328215,41.2580811629,41.2702,"1997",1.32620414137888
